id,title,price,imageUrl,createAt
97,An Instant In The Wind,9.72,https://picsum.photos/200/300?random=1,1641972043205
98,An Instant In The Wind,5.25,https://picsum.photos/200/300?random=1,1641972043205
99,An Evil Cradling,4.08,https://picsum.photos/200/300?random=1,1641972043205
100,Frequent Hearses,4.67,https://picsum.photos/200/300?random=1,1641972043205
101,"Such, Such Were the Joys",3.63,https://picsum.photos/200/300?random=1,1641972043206
102,Jacob Have I Loved,9.65,https://picsum.photos/200/300?random=1,1641972043206
103,That Good Night,12.65,https://picsum.photos/200/300?random=1,1641972043206
104,Nectar in a Sieve,8.3,https://picsum.photos/200/300?random=1,1641972043206
105,Quo Vadis,4.98,https://picsum.photos/200/300?random=1,1641972043206
106,Beyond the Mexique Bay,11.84,https://picsum.photos/200/300?random=1,1641972043206
107,Brandy of the Damned,10.69,https://picsum.photos/200/300?random=1,1641972043206
108,His Dark Materials,12.62,https://picsum.photos/200/300?random=1,1641972043206
109,Time of our Darkness,13.06,https://picsum.photos/200/300?random=1,1641972043206
110,Stranger in a Strange Land,10.49,https://picsum.photos/200/300?random=1,1641972043206
111,"Ah, Wilderness!",12.14,https://picsum.photos/200/300?random=1,1641972043206
112,A Darkling Plain,12.11,https://picsum.photos/200/300?random=1,1641972043207
113,All the King's Men,11.86,https://picsum.photos/200/300?random=1,1641972043207
114,No Longer at Ease,12.15,https://picsum.photos/200/300?random=1,1641972043207
115,Behold the Man,7.58,https://picsum.photos/200/300?random=1,1641972043207
116,A Swiftly Tilting Planet,9.64,https://picsum.photos/200/300?random=1,1641972043207
117,No Longer at Ease,12.75,https://picsum.photos/200/300?random=1,1641972043207
118,The Man Within,6.41,https://picsum.photos/200/300?random=1,1641972043207
119,Fear and Trembling,3.8,https://picsum.photos/200/300?random=1,1641972043207
120,The Glory and the Dream,11.07,https://picsum.photos/200/300?random=1,1641972043207
121,Dance Dance Dance,11.78,https://picsum.photos/200/300?random=1,1641972043207
122,"Look Homeward, Angel",8.19,https://picsum.photos/200/300?random=1,1641972043208
123,The Cricket on the Hearth,9.68,https://picsum.photos/200/300?random=1,1641972043208
124,The Violent Bear It Away,7.55,https://picsum.photos/200/300?random=1,1641972043208
125,The Violent Bear It Away,3.89,https://picsum.photos/200/300?random=1,1641972043208
126,Tiger! Tiger!,7.74,https://picsum.photos/200/300?random=1,1641972043208
127,Shall not Perish,8.54,https://picsum.photos/200/300?random=1,1641972043208
128,Jacob Have I Loved,6.71,https://picsum.photos/200/300?random=1,1641972043208
129,Terrible Swift Sword,11.36,https://picsum.photos/200/300?random=1,1641972043208
130,Little Hands Clapping,6.24,https://picsum.photos/200/300?random=1,1641972043208
131,O Jerusalem!,4.2,https://picsum.photos/200/300?random=1,1641972043208
132,Number the Stars,5.04,https://picsum.photos/200/300?random=1,1641972043208
133,A Monstrous Regiment of Women,12.96,https://picsum.photos/200/300?random=1,1641972043209
134,Consider the Lilies,9.3,https://picsum.photos/200/300?random=1,1641972043209
135,To Your Scattered Bodies Go,12.7,https://picsum.photos/200/300?random=1,1641972043209
136,The Cricket on the Hearth,9.92,https://picsum.photos/200/300?random=1,1641972043209
137,Down to a Sunless Sea,7.63,https://picsum.photos/200/300?random=1,1641972043209
138,"Alone on a Wide, Wide Sea",12.13,https://picsum.photos/200/300?random=1,1641972043209
139,Wildfire at Midnight,11.31,https://picsum.photos/200/300?random=1,1641972043209
140,No Highway,11.02,https://picsum.photos/200/300?random=1,1641972043209
141,Things Fall Apart,12.78,https://picsum.photos/200/300?random=1,1641972043209
142,Beyond the Mexique Bay,13.35,https://picsum.photos/200/300?random=1,1641972043209
143,Bury My Heart at Wounded Knee,11.74,https://picsum.photos/200/300?random=1,1641972043210
144,The Way of All Flesh,6.78,https://picsum.photos/200/300?random=1,1641972043210
145,Eyeless in Gaza,3.38,https://picsum.photos/200/300?random=1,1641972043210
146,The House of Mirth,6.68,https://picsum.photos/200/300?random=1,1641972043210
147,In Dubious Battle,4.97,https://picsum.photos/200/300?random=1,1641972043210
148,The Moon by Night,12.22,https://picsum.photos/200/300?random=1,1641972043210
149,A Time to Kill,10.4,https://picsum.photos/200/300?random=1,1641972043210
150,The House of Mirth,5.62,https://picsum.photos/200/300?random=1,1641972043210
151,Down to a Sunless Sea,13.29,https://picsum.photos/200/300?random=1,1641972043210
152,The Moving Finger,11.3,https://picsum.photos/200/300?random=1,1641972043210
153,Taming a Sea Horse,7.61,https://picsum.photos/200/300?random=1,1641972043210
154,His Dark Materials,5.81,https://picsum.photos/200/300?random=1,1641972043211
155,Vile Bodies,9.84,https://picsum.photos/200/300?random=1,1641972043211
156,Far From the Madding Crowd,9.88,https://picsum.photos/200/300?random=1,1641972043211
157,Arms and the Man,11.55,https://picsum.photos/200/300?random=1,1641972043211
158,A Farewell to Arms,7.2,https://picsum.photos/200/300?random=1,1641972043211
159,The Man Within,8.49,https://picsum.photos/200/300?random=1,1641972043211
160,Noli Me Tangere,6.03,https://picsum.photos/200/300?random=1,1641972043211
161,The Violent Bear It Away,11.68,https://picsum.photos/200/300?random=1,1641972043211
162,"Those Barren Leaves, Thrones, Dominations",5.41,https://picsum.photos/200/300?random=1,1641972043211
163,Endless Night,9.92,https://picsum.photos/200/300?random=1,1641972043211
164,O Jerusalem!,8.09,https://picsum.photos/200/300?random=1,1641972043211
165,Specimen Days,5.13,https://picsum.photos/200/300?random=1,1641972043212
166,Many Waters,5.83,https://picsum.photos/200/300?random=1,1641972043212
167,Surprised by Joy,4.36,https://picsum.photos/200/300?random=1,1641972043212
168,A Farewell to Arms,3.97,https://picsum.photos/200/300?random=1,1641972043212
169,Things Fall Apart,9.05,https://picsum.photos/200/300?random=1,1641972043212
170,To a God Unknown,9.02,https://picsum.photos/200/300?random=1,1641972043212
171,The Millstone,4.33,https://picsum.photos/200/300?random=1,1641972043212
172,The Heart Is Deceitful Above All Things,9.95,https://picsum.photos/200/300?random=1,1641972043212
173,Jesting Pilate,3.01,https://picsum.photos/200/300?random=1,1641972043212
174,The Needle's Eye,10.9,https://picsum.photos/200/300?random=1,1641972043212
175,Jacob Have I Loved,7.09,https://picsum.photos/200/300?random=1,1641972043213
176,The Man Within,10.21,https://picsum.photos/200/300?random=1,1641972043213
177,Antic Hay,4.75,https://picsum.photos/200/300?random=1,1641972043213
178,The Last Enemy,9.53,https://picsum.photos/200/300?random=1,1641972043213
179,To Your Scattered Bodies Go,11.85,https://picsum.photos/200/300?random=1,1641972043213
180,Mother Night,8.82,https://picsum.photos/200/300?random=1,1641972043213
181,"Absalom, Absalom!",4.44,https://picsum.photos/200/300?random=1,1641972043213
182,The Mirror Crack'd from Side to Side,9.97,https://picsum.photos/200/300?random=1,1641972043213
183,The Moving Toyshop,10.38,https://picsum.photos/200/300?random=1,1641972043213
184,Sleep the Brave,7.82,https://picsum.photos/200/300?random=1,1641972043213
185,Bury My Heart at Wounded Knee,9.82,https://picsum.photos/200/300?random=1,1641972043213
186,Vanity Fair,12.6,https://picsum.photos/200/300?random=1,1641972043213
187,Beyond the Mexique Bay,7.55,https://picsum.photos/200/300?random=1,1641972043214
188,Eyeless in Gaza,11.26,https://picsum.photos/200/300?random=1,1641972043214
189,A Swiftly Tilting Planet,9.36,https://picsum.photos/200/300?random=1,1641972043214
190,All Passion Spent,9.09,https://picsum.photos/200/300?random=1,1641972043214
191,"If Not Now, When?",3.81,https://picsum.photos/200/300?random=1,1641972043214
192,"Look Homeward, Angel",4.76,https://picsum.photos/200/300?random=1,1641972043214
193,The Stars' Tennis Balls,7.71,https://picsum.photos/200/300?random=1,1641972043214
194,Number the Stars,3.12,https://picsum.photos/200/300?random=1,1641972043214
195,His Dark Materials,10.58,https://picsum.photos/200/300?random=1,1641972043214
196,In a Dry Season,7.55,https://picsum.photos/200/300?random=1,1641972043214
197,The Grapes of Wrath,3.37,https://picsum.photos/200/300?random=1,1641972043215
198,Down to a Sunless Sea,10.23,https://picsum.photos/200/300?random=1,1641972043215
199,The Soldier's Art,5.31,https://picsum.photos/200/300?random=1,1641972043215
200,What's Become of Waring,12.36,https://picsum.photos/200/300?random=1,1641972043215
201,Jacob Have I Loved,11.41,https://picsum.photos/200/300?random=1,1641972043215
202,Vile Bodies,5.4,https://picsum.photos/200/300?random=1,1641972043215
203,Dulce et Decorum Est,8.18,https://picsum.photos/200/300?random=1,1641972043215
204,O Jerusalem!,7.57,https://picsum.photos/200/300?random=1,1641972043215
205,Number the Stars,11.96,https://picsum.photos/200/300?random=1,1641972043215
206,The Doors of Perception,8.48,https://picsum.photos/200/300?random=1,1641972043215
207,Noli Me Tangere,10.76,https://picsum.photos/200/300?random=1,1641972043215
208,Vanity Fair,8.44,https://picsum.photos/200/300?random=1,1641972043215
209,Tirra Lirra by the River,9.18,https://picsum.photos/200/300?random=1,1641972043216
210,Precious Bane,6.31,https://picsum.photos/200/300?random=1,1641972043216
211,O Jerusalem!,12.01,https://picsum.photos/200/300?random=1,1641972043216
212,This Side of Paradise,4.22,https://picsum.photos/200/300?random=1,1641972043216
213,Jacob Have I Loved,11.97,https://picsum.photos/200/300?random=1,1641972043216
214,I Know Why the Caged Bird Sings,3.68,https://picsum.photos/200/300?random=1,1641972043216
215,The Line of Beauty,3.58,https://picsum.photos/200/300?random=1,1641972043216
216,Beneath the Bleeding,11.38,https://picsum.photos/200/300?random=1,1641972043216
217,The Millstone,12.06,https://picsum.photos/200/300?random=1,1641972043216
218,The Soldier's Art,11.13,https://picsum.photos/200/300?random=1,1641972043216
219,Eyeless in Gaza,9.82,https://picsum.photos/200/300?random=1,1641972043216
220,A Confederacy of Dunces,4.99,https://picsum.photos/200/300?random=1,1641972043217
221,Bury My Heart at Wounded Knee,5.48,https://picsum.photos/200/300?random=1,1641972043217
222,A Scanner Darkly,10.27,https://picsum.photos/200/300?random=1,1641972043217
223,Oh! To be in England,9.02,https://picsum.photos/200/300?random=1,1641972043217
224,Terrible Swift Sword,5.75,https://picsum.photos/200/300?random=1,1641972043217
225,Quo Vadis,8.3,https://picsum.photos/200/300?random=1,1641972043217
226,The Moon by Night,4.37,https://picsum.photos/200/300?random=1,1641972043217
227,What's Become of Waring,3.94,https://picsum.photos/200/300?random=1,1641972043217
228,The Mirror Crack'd from Side to Side,9.95,https://picsum.photos/200/300?random=1,1641972043217
229,Look to Windward,8.37,https://picsum.photos/200/300?random=1,1641972043218
230,Great Work of Time,4.35,https://picsum.photos/200/300?random=1,1641972043218
231,Gone with the Wind,5.97,https://picsum.photos/200/300?random=1,1641972043218
232,Nine Coaches Waiting,5.05,https://picsum.photos/200/300?random=1,1641972043218
233,Jacob Have I Loved,9.57,https://picsum.photos/200/300?random=1,1641972043218
234,Time To Murder And Create,7.5,https://picsum.photos/200/300?random=1,1641972043218
235,Blithe Spirit,7.69,https://picsum.photos/200/300?random=1,1641972043218
236,The Wealth of Nations,9.8,https://picsum.photos/200/300?random=1,1641972043218
237,The Road Less Traveled,4.4,https://picsum.photos/200/300?random=1,1641972043218
238,Behold the Man,11.73,https://picsum.photos/200/300?random=1,1641972043218
239,O Jerusalem!,6.78,https://picsum.photos/200/300?random=1,1641972043218
240,Ego Dominus Tuus,12.72,https://picsum.photos/200/300?random=1,1641972043219
241,No Country for Old Men,10.52,https://picsum.photos/200/300?random=1,1641972043219
242,"Those Barren Leaves, Thrones, Dominations",6.07,https://picsum.photos/200/300?random=1,1641972043219
243,Blithe Spirit,5.58,https://picsum.photos/200/300?random=1,1641972043219
244,When the Green Woods Laugh,9.67,https://picsum.photos/200/300?random=1,1641972043219
245,Some Buried Caesar,9.58,https://picsum.photos/200/300?random=1,1641972043219
246,The Widening Gyre,13.22,https://picsum.photos/200/300?random=1,1641972043219
247,"Look Homeward, Angel",4.83,https://picsum.photos/200/300?random=1,1641972043219
248,Endless Night,11.36,https://picsum.photos/200/300?random=1,1641972043219
249,A Summer Bird-Cage,3.19,https://picsum.photos/200/300?random=1,1641972043219
250,No Longer at Ease,12.91,https://picsum.photos/200/300?random=1,1641972043219
251,To Your Scattered Bodies Go,10.8,https://picsum.photos/200/300?random=1,1641972043220
252,For a Breath I Tarry,9.6,https://picsum.photos/200/300?random=1,1641972043220
253,An Evil Cradling,3.82,https://picsum.photos/200/300?random=1,1641972043220
254,Dying of the Light,4.62,https://picsum.photos/200/300?random=1,1641972043220
255,Bury My Heart at Wounded Knee,12.68,https://picsum.photos/200/300?random=1,1641972043220
256,That Hideous Strength,4.88,https://picsum.photos/200/300?random=1,1641972043220
257,This Lime Tree Bower,10.79,https://picsum.photos/200/300?random=1,1641972043220
258,Pale Kings and Princes,12.94,https://picsum.photos/200/300?random=1,1641972043220
259,The Line of Beauty,8.15,https://picsum.photos/200/300?random=1,1641972043220
260,A Handful of Dust,5.98,https://picsum.photos/200/300?random=1,1641972043220
261,Everything is Illuminated,9.56,https://picsum.photos/200/300?random=1,1641972043221
262,Nectar in a Sieve,9.62,https://picsum.photos/200/300?random=1,1641972043221
263,Noli Me Tangere,8.19,https://picsum.photos/200/300?random=1,1641972043221
264,The Painted Veil,5.02,https://picsum.photos/200/300?random=1,1641972043221
265,An Evil Cradling,9.41,https://picsum.photos/200/300?random=1,1641972043221
266,Of Mice and Men,6.87,https://picsum.photos/200/300?random=1,1641972043221
267,Where Angels Fear to Tread,3.54,https://picsum.photos/200/300?random=1,1641972043221
268,The Wind's Twelve Quarters,7.01,https://picsum.photos/200/300?random=1,1641972043221
269,"Ah, Wilderness!",11.45,https://picsum.photos/200/300?random=1,1641972043221
270,Shall not Perish,8.45,https://picsum.photos/200/300?random=1,1641972043221
271,Wildfire at Midnight,8.99,https://picsum.photos/200/300?random=1,1641972043221
272,O Pioneers!,5.25,https://picsum.photos/200/300?random=1,1641972043222
273,Rosemary Sutcliff,3.21,https://picsum.photos/200/300?random=1,1641972043222
274,Moab Is My Washpot,7.71,https://picsum.photos/200/300?random=1,1641972043222
275,Ego Dominus Tuus,12.52,https://picsum.photos/200/300?random=1,1641972043222
276,Have His Carcase,12.02,https://picsum.photos/200/300?random=1,1641972043222
277,An Acceptable Time,5.57,https://picsum.photos/200/300?random=1,1641972043222
278,"Ah, Wilderness!",7.42,https://picsum.photos/200/300?random=1,1641972043222
279,Sleep the Brave,8.4,https://picsum.photos/200/300?random=1,1641972043222
280,The Far-Distant Oxus,4.03,https://picsum.photos/200/300?random=1,1641972043222
281,Consider Phlebas,13.29,https://picsum.photos/200/300?random=1,1641972043222
282,The Green Bay Tree,6.0,https://picsum.photos/200/300?random=1,1641972043222
283,The Man Within,4.54,https://picsum.photos/200/300?random=1,1641972043222
284,The Moving Finger,7.14,https://picsum.photos/200/300?random=1,1641972043222
285,In a Glass Darkly,12.33,https://picsum.photos/200/300?random=1,1641972043223
286,Specimen Days,11.08,https://picsum.photos/200/300?random=1,1641972043223
287,"Such, Such Were the Joys",3.03,https://picsum.photos/200/300?random=1,1641972043223
288,Françoise Sagan,4.04,https://picsum.photos/200/300?random=1,1641972043223
289,In Dubious Battle,12.4,https://picsum.photos/200/300?random=1,1641972043223
290,Where Angels Fear to Tread,5.27,https://picsum.photos/200/300?random=1,1641972043223
291,This Side of Paradise,10.55,https://picsum.photos/200/300?random=1,1641972043223
292,Rosemary Sutcliff,3.65,https://picsum.photos/200/300?random=1,1641972043223
293,To a God Unknown,9.72,https://picsum.photos/200/300?random=1,1641972043223
294,The Skull Beneath the Skin,9.41,https://picsum.photos/200/300?random=1,1641972043223
295,Mother Night,12.44,https://picsum.photos/200/300?random=1,1641972043223
296,Rosemary Sutcliff,12.56,https://picsum.photos/200/300?random=1,1641972043224
297,Ring of Bright Water,6.85,https://picsum.photos/200/300?random=1,1641972043224
298,All the King's Men,4.87,https://picsum.photos/200/300?random=1,1641972043224
299,Now Sleeps the Crimson Petal,7.78,https://picsum.photos/200/300?random=1,1641972043224
300,Things Fall Apart,9.37,https://picsum.photos/200/300?random=1,1641972043224
301,The House of Mirth,12.67,https://picsum.photos/200/300?random=1,1641972043224
302,The Daffodil Sky,5.15,https://picsum.photos/200/300?random=1,1641972043224
303,The Heart Is a Lonely Hunter,4.3,https://picsum.photos/200/300?random=1,1641972043224
304,The Grapes of Wrath,9.56,https://picsum.photos/200/300?random=1,1641972043224
305,The Heart Is Deceitful Above All Things,3.87,https://picsum.photos/200/300?random=1,1641972043224
306,Pale Kings and Princes,9.42,https://picsum.photos/200/300?random=1,1641972043224
307,Noli Me Tangere,3.73,https://picsum.photos/200/300?random=1,1641972043224
308,Clouds of Witness,12.33,https://picsum.photos/200/300?random=1,1641972043224
309,"Look Homeward, Angel",8.69,https://picsum.photos/200/300?random=1,1641972043225
310,In Death Ground,8.66,https://picsum.photos/200/300?random=1,1641972043225
311,Cabbages and Kings,12.78,https://picsum.photos/200/300?random=1,1641972043225
312,The Waste Land,3.88,https://picsum.photos/200/300?random=1,1641972043225
313,The Green Bay Tree,3.61,https://picsum.photos/200/300?random=1,1641972043225
314,Precious Bane,11.83,https://picsum.photos/200/300?random=1,1641972043225
315,Frequent Hearses,3.57,https://picsum.photos/200/300?random=1,1641972043225
316,Endless Night,10.23,https://picsum.photos/200/300?random=1,1641972043225
317,The Grapes of Wrath,8.81,https://picsum.photos/200/300?random=1,1641972043225
318,In a Glass Darkly,5.04,https://picsum.photos/200/300?random=1,1641972043225
319,Tirra Lirra by the River,7.57,https://picsum.photos/200/300?random=1,1641972043225
320,An Acceptable Time,4.26,https://picsum.photos/200/300?random=1,1641972043225
321,Many Waters,13.14,https://picsum.photos/200/300?random=1,1641972043226
322,A Glass of Blessings,10.48,https://picsum.photos/200/300?random=1,1641972043226
323,Wildfire at Midnight,4.35,https://picsum.photos/200/300?random=1,1641972043226
324,Carrion Comfort,6.93,https://picsum.photos/200/300?random=1,1641972043226
325,Behold the Man,12.64,https://picsum.photos/200/300?random=1,1641972043226
326,Ring of Bright Water,7.14,https://picsum.photos/200/300?random=1,1641972043226
327,Dulce et Decorum Est,7.24,https://picsum.photos/200/300?random=1,1641972043226
328,Sleep the Brave,3.62,https://picsum.photos/200/300?random=1,1641972043226
329,The Green Bay Tree,5.51,https://picsum.photos/200/300?random=1,1641972043226
330,Some Buried Caesar,8.65,https://picsum.photos/200/300?random=1,1641972043226
331,A Swiftly Tilting Planet,8.05,https://picsum.photos/200/300?random=1,1641972043226
332,Time To Murder And Create,7.47,https://picsum.photos/200/300?random=1,1641972043226
333,In Death Ground,12.0,https://picsum.photos/200/300?random=1,1641972043226
334,The Skull Beneath the Skin,6.03,https://picsum.photos/200/300?random=1,1641972043227
335,Gone with the Wind,11.03,https://picsum.photos/200/300?random=1,1641972043227
336,The Moving Toyshop,6.74,https://picsum.photos/200/300?random=1,1641972043227
337,To Your Scattered Bodies Go,6.43,https://picsum.photos/200/300?random=1,1641972043227
338,The Wealth of Nations,10.82,https://picsum.photos/200/300?random=1,1641972043227
339,Bury My Heart at Wounded Knee,7.23,https://picsum.photos/200/300?random=1,1641972043227
340,East of Eden,3.96,https://picsum.photos/200/300?random=1,1641972043227
341,Antic Hay,12.69,https://picsum.photos/200/300?random=1,1641972043227
342,Behold the Man,4.81,https://picsum.photos/200/300?random=1,1641972043227
343,The Moving Toyshop,3.99,https://picsum.photos/200/300?random=1,1641972043227
344,Many Waters,5.12,https://picsum.photos/200/300?random=1,1641972043227
345,The Way of All Flesh,10.71,https://picsum.photos/200/300?random=1,1641972043227
346,"Ah, Wilderness!",10.35,https://picsum.photos/200/300?random=1,1641972043227
347,To Say Nothing of the Dog,9.75,https://picsum.photos/200/300?random=1,1641972043228
348,"Alone on a Wide, Wide Sea",3.26,https://picsum.photos/200/300?random=1,1641972043228
349,Clouds of Witness,11.43,https://picsum.photos/200/300?random=1,1641972043228
350,No Highway,11.01,https://picsum.photos/200/300?random=1,1641972043228
351,The Wives of Bath,6.16,https://picsum.photos/200/300?random=1,1641972043228
352,The Man Within,11.76,https://picsum.photos/200/300?random=1,1641972043228
353,Mother Night,11.81,https://picsum.photos/200/300?random=1,1641972043228
354,Taming a Sea Horse,7.29,https://picsum.photos/200/300?random=1,1641972043228
355,An Acceptable Time,3.72,https://picsum.photos/200/300?random=1,1641972043228
356,The Glory and the Dream,11.12,https://picsum.photos/200/300?random=1,1641972043228
